rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Endogenous1_hsa-miR-345-5p|0_MIMAT0000772,6.44884866796466,-0.717358344842615,0.296686458671781,-2.41790052722365,0.0156103435589931,0.994219217363677
Endogenous1_hsa-miR-630|0_MIMAT0003299,8.9546967740919,0.686887955624891,0.301429547382933,2.27876783012342,0.0226808701791807,0.994219217363677
Endogenous1_hsa-miR-3615|0_MIMAT0017994,7.57074681610298,0.643611579994601,0.287523047618038,2.23846952557908,0.025190452555068,0.994219217363677
Endogenous1_hsa-miR-450a-1-3p|0_MIMAT0022700,6.82311072081165,0.636803401205287,0.287220924412745,2.21712050578245,0.0266148578901684,0.994219217363677
Endogenous1_hsa-miR-186-5p|0_MIMAT0000456,18.1302970221293,-0.557101079693957,0.252535565258082,-2.20603018479642,0.0273818863129695,0.994219217363677
Endogenous1_hsa-miR-374c-5p|0_MIMAT0018443,7.60534566484405,-0.606018921010564,0.297617385654373,-2.03623494534134,0.0417267687736864,0.994219217363677
Endogenous1_hsa-miR-601|0_MIMAT0003269,6.41792559897946,0.588855554455406,0.296684376108599,1.98478788192022,0.0471680762910514,0.994219217363677
Endogenous1_hsa-miR-1185-5p|0_MIMAT0005798,16.1928127160421,-0.495810746226991,0.25116710263212,-1.97402741454241,0.0483786258007733,0.994219217363677
Endogenous1_hsa-miR-639|0_MIMAT0003309,16.5600089455346,-0.446466110708268,0.229844600297176,-1.94246943426565,0.0520802967291762,0.994219217363677
Endogenous1_hsa-miR-25-5p|0_MIMAT0004498,22.7029262233287,-0.420484340883503,0.21813383720163,-1.92764380931341,0.0538994457410789,0.994219217363677
Endogenous1_hsa-miR-183-5p|0_MIMAT0000261,24.0810029953066,-0.428579955399118,0.22500115798804,-1.90478999855592,0.0568073744858015,0.994219217363677
Endogenous1_hsa-miR-320d|0_MIMAT0006764,5.68517914042869,0.570317356664782,0.30017161268109,1.8999709918296,0.0574369265263833,0.994219217363677
Endogenous1_hsa-miR-1296-3p|0_MIMAT0026637,11.5667794617586,-0.487139051608342,0.256716473463203,-1.89757612761133,0.0577519416246938,0.994219217363677
Endogenous1_hsa-miR-874-3p|0_MIMAT0004911,9.21032767680794,-0.511506536239522,0.271455246160948,-1.88431258365236,0.0595227062850808,0.994219217363677
Endogenous1_hsa-miR-663a|0_MIMAT0003326,7.78434854636296,-0.539176765467513,0.290780411674868,-1.85424032644395,0.063704785114382,0.994219217363677
Endogenous1_hsa-miR-766-3p|0_MIMAT0003888,6.96852688427223,-0.555294168316751,0.300713291554936,-1.84659003745867,0.0648065791677176,0.994219217363677
Endogenous1_hsa-miR-153-3p|0_MIMAT0000439,8.79194169726801,0.518957014354689,0.282414799091429,1.83757018408473,0.0661257656842373,0.994219217363677
Endogenous1_hsa-miR-34c-3p|0_MIMAT0004677,20.6762023111141,-0.456768228960955,0.251362582731967,-1.8171687448327,0.0691912791624077,0.994219217363677
Endogenous1_hsa-miR-500a-5p+hsa-miR-501-5p|0_MIMAT0004773,6.93925377406564,-0.535648465622411,0.29664515176186,-1.80568757804077,0.0709671540705307,0.994219217363677
Endogenous1_hsa-miR-1248|0_MIMAT0005900,5.53004494539349,-0.541820101945299,0.301666355662246,-1.79609058741684,0.0724801111768177,0.994219217363677
Endogenous1_hsa-miR-1290|0_MIMAT0005880,21.9990369085639,-0.393475200826043,0.221469125686331,-1.77665938584742,0.07562429840447,0.994219217363677
Endogenous1_hsa-miR-362-3p|0_MIMAT0004683,5.83953988648886,0.536751395496014,0.30335632639894,1.76937597401592,0.0768311523749963,0.994219217363677
Endogenous1_hsa-miR-620|0_MIMAT0003289,16.4095964214506,-0.499850005726773,0.282649646261094,-1.76844376895149,0.0769867448850098,0.994219217363677
Endogenous1_hsa-miR-1297|0_MIMAT0005886,10.4391140830318,0.485804855805118,0.274795191293852,1.76787975625681,0.0770810077603812,0.994219217363677
Endogenous1_hsa-miR-378b|0_MIMAT0014999,7.43613113834203,0.506487715132498,0.289376254298589,1.75027393439783,0.0800710564056021,0.994219217363677
Endogenous1_hsa-miR-147a|0_MIMAT0000251,16.3640600933848,0.462139086074251,0.266158503282743,1.73633034591916,0.0825054404984346,0.994219217363677
Endogenous1_hsa-miR-1469|0_MIMAT0007347,5.45399243383612,0.524767650643571,0.304185604000919,1.72515610121374,0.0844993444992985,0.994219217363677
Endogenous1_hsa-miR-188-5p|0_MIMAT0000457,22.1369616427857,0.455355401356645,0.26419288933036,1.7235717528614,0.0847851815354989,0.994219217363677
Endogenous1_hsa-miR-503-5p|0_MIMAT0002874,18.369464544562,-0.475055234108918,0.276690444994489,-1.71691954927602,0.0859938724388033,0.994219217363677
Endogenous1_hsa-miR-510-3p|0_MIMAT0026613,13.758660550979,-0.393425102954715,0.230005629457076,-1.71050205981214,0.0871730728628899,0.994219217363677
Endogenous1_hsa-miR-378d|0_MIMAT0018926,20.1726434124057,-0.397560798800929,0.23310501307711,-1.70550085368356,0.0881010532011894,0.994219217363677
Endogenous1_hsa-miR-578|0_MIMAT0003243,5.18105985370988,-0.515345217801364,0.303907657427286,-1.69572962446551,0.089937095540293,0.994219217363677
Endogenous1_hsa-miR-29c-3p|0_MIMAT0000681,8.23047749144697,0.486176909452859,0.288684174327401,1.68411348001875,0.0921597396955678,0.994219217363677
Endogenous1_hsa-miR-382-5p|0_MIMAT0000737,14.9642415481184,0.463683944912521,0.277540957392447,1.6706865511632,0.0947836066628378,0.994219217363677
