rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Endogenous1_hsa-miR-620|0_MIMAT0003289,6.41480295977026,-0.686527052468801,0.255691709333383,-2.68497971349425,0.00725342086681894,0.992472541586918
Endogenous1_hsa-miR-1469|0_MIMAT0007347,3.36995437038638,0.545208934567478,0.240419572783378,2.26773938683736,0.0233450957132219,0.992472541586918
Endogenous1_hsa-miR-601|0_MIMAT0003269,4.50987353840274,0.516194661419468,0.250576546237524,2.06002784047539,0.0393958793692977,0.992472541586918
Endogenous1_hsa-miR-3144-5p|0_MIMAT0015014,6.36154166479121,-0.503393294024901,0.255711674380151,-1.96859723063147,0.048999360849586,0.992472541586918
Endogenous1_hsa-miR-186-5p|0_MIMAT0000456,24.113636679286,-0.419723473235792,0.215949917755765,-1.94361487884654,0.0519419102272646,0.992472541586918
Endogenous1_hsa-miR-136-5p|0_MIMAT0000448,6.75760759758389,0.480493927137404,0.255711691870817,1.87904559084512,0.0602382683540244,0.992472541586918
Endogenous1_hsa-miR-345-5p|0_MIMAT0000772,4.15181295528694,-0.46679714747897,0.249524624344609,-1.87074581799307,0.0613803208317692,0.992472541586918
Endogenous1_hsa-miR-188-5p|0_MIMAT0000457,8.60723204705219,0.470460423965998,0.254497759990658,1.84858375171266,0.0645179406741157,0.992472541586918
Endogenous1_hsa-miR-503-5p|0_MIMAT0002874,5.6596110580329,-0.466076906394557,0.254952714260253,-1.82809156492757,0.0675358106846905,0.992472541586918
Endogenous1_hsa-miR-5196-3p+hsa-miR-6732-3p|0_MIMAT0021129,4.41019172946323,-0.456781291663493,0.250882122736126,-1.82070084022658,0.0686523444008816,0.992472541586918
Endogenous1_hsa-miR-450a-1-3p|0_MIMAT0022700,5.32132396767105,0.461612941852726,0.254768400506561,1.81189245186959,0.070002815934962,0.992472541586918
Endogenous1_hsa-miR-301a-5p|0_MIMAT0022696,17.4566285265946,0.412386707624588,0.230006172444525,1.79293756876917,0.0729829072931542,0.992472541586918
Endogenous1_hsa-miR-874-3p|0_MIMAT0004911,7.67123693439031,-0.452660593746376,0.255218910869116,-1.77361697926262,0.0761265272153257,0.992472541586918
Endogenous1_hsa-miR-639|0_MIMAT0003309,22.7624950423237,-0.380872229375736,0.217030324612712,-1.75492632218745,0.0792719111062478,0.992472541586918
Endogenous1_hsa-miR-671-5p|0_MIMAT0003880,4.704222131238,0.432690236669094,0.251227758272474,1.72230266131583,0.0850147058741644,0.992472541586918
Endogenous1_hsa-miR-3615|0_MIMAT0017994,4.94426676722209,0.433919698574836,0.253392478663014,1.71244111452852,0.0868154076724951,0.992472541586918
Endogenous1_hsa-miR-520e|0_MIMAT0002825,5.41163554462916,-0.423011210349286,0.254838938645522,-1.65991591629445,0.0969313690631653,0.992472541586918
Endogenous1_hsa-miR-205-5p|0_MIMAT0000266,4.47735284097171,-0.413980063079604,0.251705380296144,-1.64470089035259,0.100031509131591,0.992472541586918
Endogenous1_hsa-miR-421|0_MIMAT0003339,23.5595519710066,0.357509554869028,0.217500867272652,1.64371553710112,0.100234975067351,0.992472541586918
Endogenous1_hsa-miR-374c-5p|0_MIMAT0018443,4.30177738763867,-0.405239212498255,0.24779936127474,-1.63535212687235,0.101975251970006,0.992472541586918
Endogenous1_hsa-miR-651-5p|0_MIMAT0003321,8.20460386244738,-0.410582228851343,0.253969730958757,-1.61665812418417,0.105952097839375,0.992472541586918
Endogenous1_hsa-miR-206|0_MIMAT0000462,6.33104135922482,0.411624949825204,0.25572983991079,1.60960860089225,0.107483329377728,0.992472541586918
Endogenous1_hsa-miR-183-5p|0_MIMAT0000261,32.980849163466,-0.338693216864925,0.212763556063891,-1.59187608597413,0.111412549826298,0.992472541586918
Endogenous1_hsa-miR-129-5p|0_MIMAT0000242,4.23326815881029,0.395955864161547,0.249974532604443,1.5839848165177,0.113197174368242,0.992472541586918
Endogenous1_hsa-miR-153-3p|0_MIMAT0000439,5.97584513553215,0.403144144017552,0.255636938462946,1.57701835439555,0.114791301853052,0.992472541586918
Endogenous1_hsa-miR-3140-5p|0_MIMAT0019204,3.63874364013863,0.38076477310842,0.243977861209699,1.56065296752951,0.118605654009952,0.992472541586918
Endogenous1_hsa-miR-3605-3p|0_MIMAT0017982,3.53275733606978,-0.374933400050239,0.242998857561837,-1.54294305665543,0.12284459271402,0.992472541586918
Endogenous1_hsa-miR-1185-5p|0_MIMAT0005798,24.6163202143772,-0.32817233506724,0.213873847984461,-1.53442011802717,0.124926331425759,0.992472541586918
Endogenous1_hsa-miR-320d|0_MIMAT0006764,4.46813981730706,0.383122326039872,0.250239459313347,1.53102283345382,0.125763749528974,0.992472541586918
Endogenous1_hsa-miR-1290|0_MIMAT0005880,21.0155160060624,-0.335274029847683,0.219825925376718,-1.52517965873735,0.127214292722462,0.992472541586918
Endogenous1_hsa-miR-34c-3p|0_MIMAT0004677,7.90645202084549,-0.388486773055274,0.255180775517455,-1.52239827732909,0.127909316221545,0.992472541586918
Endogenous1_hsa-miR-766-3p|0_MIMAT0003888,4.36469317618903,-0.377590233654057,0.249730557814831,-1.51199051072489,0.130536276591375,0.992472541586918
Endogenous1_hsa-miR-33a-5p|0_MIMAT0000091,6.52292801654433,0.383138656435344,0.255722224728532,1.49826107934918,0.13406543192657,0.992472541586918
Endogenous1_hsa-miR-342-3p|0_MIMAT0000753,3.81941124011248,0.362368908873622,0.24452749132611,1.48191480192448,0.138362966010537,0.992472541586918
