rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Endogenous1_hsa-miR-100-5p|0_MIMAT0000098,12.8092396229711,-0.48970799220533,0.253199402736498,-1.9340803608252,0.053103248172154,0.17254669926181
Endogenous1_hsa-miR-148a-3p|0_MIMAT0000243,14.287037087064,-0.4821218640624,0.2495864493733,-1.93168285086384,0.0533986627189181,0.17254669926181
Endogenous1_hsa-miR-188-5p|0_MIMAT0000457,22.1369616427857,-0.466820204355112,0.245184227138302,-1.90395691355705,0.056915795862292,0.182668939422897
Endogenous1_hsa-miR-1289|0_MIMAT0005879,8.64590426449378,-0.511757713738819,0.270639712632615,-1.89091877448715,0.0586351878209541,NA
Endogenous1_hsa-miR-147b|0_MIMAT0004928,14.8034337977221,0.460165933013161,0.245208415018305,1.87663189690619,0.0605685625282316,0.193087699334967
Endogenous1_hsa-miR-1275|0_MIMAT0005929,8.88406357633735,0.48194699573697,0.256912274648274,1.87592047284148,0.0606662009640721,NA
Endogenous1_hsa-miR-584-5p|0_MIMAT0003249,19.6594425563982,-0.43731300859816,0.233509156198347,-1.87278741321261,0.0610977467642536,0.193476198086803
Endogenous1_hsa-miR-607|0_MIMAT0003275,20.0623531008363,0.407856184322633,0.218441560596089,1.86711806677111,0.0618851019716388,0.194671678387606
Endogenous1_hsa-miR-345-5p|0_MIMAT0000772,6.44884866796466,0.497732978522638,0.266589469864246,1.86703915490771,0.0618961201771907,NA
Endogenous1_hsa-miR-361-5p|0_MIMAT0000703,8.7468606141438,-0.503824530892812,0.270590741819912,-1.86194297522613,0.062611128595984,NA
Endogenous1_hsa-miR-25-3p|0_MIMAT0000081,17.087141002843,-0.538339933751521,0.289820544118971,-1.85749404131452,0.063240898163087,0.197627806759647
Endogenous1_hsa-miR-302a-3p|0_MIMAT0000684,15.4813737308064,0.473298850608008,0.255774087602317,1.85045660819209,0.06424776655775,0.199293203826552
Endogenous1_hsa-miR-585-3p|0_MIMAT0003250,25.8038159015484,0.445706417312411,0.241813947759893,1.84317911121889,0.0653028637040424,0.199293203826552
Endogenous1_hsa-miR-532-3p|0_MIMAT0004780,20.8080104528497,0.448514812981849,0.243490451225397,1.84202218495485,0.0654719048583054,0.199293203826552
Endogenous1_hsa-miR-1323|0_MIMAT0005795,21.1829486219851,0.410371741187664,0.222912824963158,1.84095168707986,0.0656286389704936,0.199293203826552
Endogenous1_hsa-miR-376c-5p|0_MIMAT0022861,10.3248523802603,0.472788088417913,0.257328543404466,1.83729360980678,0.0661665627470193,0.199293203826552
Endogenous1_hsa-miR-1972|0_MIMAT0009447,19.8041614383978,-0.426123028233007,0.232376645681584,-1.83376013102842,0.066689608314883,0.199293203826552
Endogenous1_hsa-miR-512-5p|0_MIMAT0002822,16.5583680288345,0.436259513100625,0.237922843311249,1.83361760068542,0.0667107777019405,0.199293203826552
Endogenous1_hsa-miR-6724-5p|0_MIMAT0025856,17.5166679759249,-0.443023568412154,0.242099776705282,-1.82992142512988,0.0672616891827418,0.199683139761265
Endogenous1_hsa-miR-369-3p|0_MIMAT0000721,21.6232421410878,0.418997724295913,0.229827437039089,1.82309705792285,0.0682886921249217,0.200473996737767
Endogenous1_hsa-miR-23a-3p|0_MIMAT0000078,45.0507670238169,-0.501306888032248,0.275440793645405,-1.82001685878678,0.0687564375647354,0.200473996737767
Endogenous1_hsa-miR-1180-3p|0_MIMAT0005825,11.4605379057182,0.440770033751546,0.242212118135154,1.81976870994373,0.0687942346700126,0.200473996737767
Endogenous1_hsa-miR-1908-5p|0_MIMAT0007881,4.64530499723328,-0.512841548633222,0.287100176748876,-1.78628085304803,0.0740537954725149,NA
Endogenous1_hsa-miR-1279|0_MIMAT0005937,15.2208700501967,-0.450990277311194,0.253048250997084,-1.78223036726854,0.0747116726130069,0.216390515190111
Endogenous1_hsa-miR-126-3p|0_MIMAT0000445,45.2543053126416,-0.493388173862572,0.277703935304349,-1.77666972317783,0.0756225965784011,0.217701414392367
Endogenous1_hsa-miR-129-5p|0_MIMAT0000242,6.79177087226058,-0.48805612766991,0.276369348231929,-1.76595606854467,0.0774032194743344,NA
Endogenous1_hsa-miR-548c-5p+hsa-miR-548o-5p+hsa-miR-548am-5p|0_MIMAT0004806,7.60091229740195,-0.479376170645365,0.273075928811968,-1.75546842495755,0.0791792169566983,NA
Endogenous1_hsa-miR-3168|0_MIMAT0015043,17.4900488658779,0.428910496034976,0.24458007243911,1.75366084308343,0.0794886388365676,0.226583582016018
Endogenous1_hsa-miR-147a|0_MIMAT0000251,16.3640600933848,-0.423073441922245,0.241498869212704,-1.75186510521346,0.0797970060086387,0.226583582016018
Endogenous1_hsa-miR-671-5p|0_MIMAT0003880,14.5982702503483,-0.448754571631674,0.25671915122075,-1.74803698710345,0.0804576229651501,0.226583582016018
Endogenous1_hsa-miR-941|0_MIMAT0004984,16.8378526507631,-0.436657781265082,0.250168919781667,-1.74545175973966,0.080906262614857,0.226583582016018
Endogenous1_hsa-miR-3065-3p|0_MIMAT0015378,10.9157133093517,0.437617381666892,0.250872917797578,1.74437872971204,0.0810930714583645,0.226583582016018
Endogenous1_hsa-miR-508-5p|0_MIMAT0004778,15.7737464461458,0.412342451638482,0.237936710543322,1.73299215029455,0.083097064005741,0.230825177793725
Endogenous1_hsa-miR-1268b|0_MIMAT0018925,21.9623122600371,0.370321294398675,0.214836838062773,1.72373275336733,0.0847560992974334,0.234064809106284
Endogenous1_hsa-miR-3140-5p|0_MIMAT0019204,4.99175504289366,-0.48581110720685,0.285796670300642,-1.6998487305531,0.0891593826796474,NA
Endogenous1_hsa-miR-518e-3p|0_MIMAT0002861,9.11577972000766,0.443333604482417,0.262600891579743,1.68824104828978,0.0913649664971948,0.250446711081622
