rowname,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
Endogenous1_hsa-let-7b-5p|0_MIMAT0000063,291.137612914535,0.940685389900534,1.09950215289223,0.385753080003355,2.43856870797338,0.0147455552489718,0.592885444863687
Endogenous1_hsa-miR-196b-5p|0_MIMAT0001080,26.3849739859426,0.797632790868809,0.91211872209868,0.33393553068903,2.38858317718693,0.0169134792785787,0.592885444863687
Endogenous1_hsa-miR-483-3p|0_MIMAT0002173,45.1830445364251,-0.783451223570652,-0.938073082476951,0.331801109664037,-2.36120736414634,0.0182155419097016,0.592885444863687
Endogenous1_hsa-miR-1537-3p|0_MIMAT0007399,22.1240910707021,0.882775118113127,0.93826874141177,0.393455443882847,2.24364697918877,0.0248551240283897,0.592885444863687
Endogenous1_hsa-miR-22-3p|0_MIMAT0000077,253.455407665942,0.502497122639952,0.554655265834349,0.234501598807652,2.14283026297028,0.0321267303204351,0.592885444863687
Endogenous1_hsa-miR-99a-5p|0_MIMAT0000097,66.2247777247991,-0.93191775052479,-1.21031485012782,0.448079214484801,-2.07980580307949,0.0375433486272431,0.592885444863687
Endogenous1_hsa-miR-27a-3p|0_MIMAT0000084,16.2654603211769,0.74618885440422,0.751504347455572,0.371080099701991,2.01085656440071,0.0443406094142273,0.592885444863687
Endogenous1_hsa-miR-146b-5p|0_MIMAT0002809,62.3474223939394,1.22340792112303,1.28569513574884,0.609261460939063,2.00801790291704,0.0446413892579078,0.592885444863687
Endogenous1_hsa-miR-199b-5p|0_MIMAT0000263,32.8855811477823,0.87354821316115,1.06146198925241,0.472828597543336,1.84749445718771,0.0646755107115974,0.592885444863687
Endogenous1_hsa-miR-593-3p|0_MIMAT0004802,31.4075198022641,0.761890303364476,0.85846505913363,0.41855222117765,1.82029927166746,0.0687134422530185,0.592885444863687
Endogenous1_hsa-let-7d-5p|0_MIMAT0000065,164.250552437766,0.652795575927765,0.703843851051368,0.360380296490529,1.81140751113434,0.0700777941443692,0.592885444863687
Endogenous1_hsa-miR-199a-3p+hsa-miR-199b-3p|0_MIMAT0000232,28.8494967013724,0.658058851154787,0.738846200345719,0.36561038995825,1.7998910020854,0.0718778507195007,0.592885444863687
Endogenous1_hsa-miR-378g|0_MIMAT0018937,23.9906220029276,0.654817907410663,0.767024247676554,0.367739835428998,1.78065535556344,0.0749687706607353,0.592885444863687
Endogenous1_hsa-let-7g-5p|0_MIMAT0000414,453.621828206761,0.668820972654945,0.771583953440378,0.381475921392761,1.75324557894268,0.0795598624478193,0.592885444863687
Endogenous1_hsa-miR-3065-5p|0.004_MIMAT0015066,69.7563761402415,0.645765746163197,0.754525532347769,0.368878552294046,1.75061884771342,0.0800115864938445,0.592885444863687
Endogenous1_hsa-miR-6724-5p|0_MIMAT0025856,35.1155805072565,0.680424690524872,0.796728293846413,0.397533636680366,1.71161538984929,0.086967570279794,0.592885444863687
Endogenous1_hsa-miR-378i|0_MIMAT0019074,64.3275491597768,0.516739255959292,0.595219208453224,0.303137044320466,1.70463909192508,0.0882617558491841,0.592885444863687
Endogenous1_hsa-miR-15b-5p|0_MIMAT0000417,609.78082842195,-0.717165564316164,-0.84766000200652,0.422068574554722,-1.69916835213985,0.089287467560548,0.592885444863687
Endogenous1_hsa-miR-148a-3p|0_MIMAT0000243,287.779443927612,-0.598885917359499,-0.624946221562919,0.355354747204372,-1.68531846576139,0.0919271449109013,0.592885444863687
Endogenous1_hsa-miR-194-5p|0_MIMAT0000460,78.5857518953546,-0.664762904956471,-0.736599127599545,0.394555434369863,-1.68484032166012,0.0920193831271358,0.592885444863687
Endogenous1_hsa-miR-32-5p|0_MIMAT0000090,144.282680238145,-0.634316036883724,-0.824822657304218,0.381804966498377,-1.6613614084206,0.0966408836008934,0.592885444863687
Endogenous1_hsa-miR-27b-3p|0_MIMAT0000419,71.5999919783696,-0.566852571710126,-0.630147902221994,0.34265883328757,-1.65427683936111,0.0980712765939933,0.592885444863687
Endogenous1_hsa-miR-23b-3p|0_MIMAT0000418,45.8350595599241,-0.381532917953392,-0.405122517219471,0.237020595532077,-1.60970365084479,0.107462567576977,0.599439265891575
Endogenous1_hsa-miR-26a-5p|0_MIMAT0000082,132.791063627397,-0.445780550797252,-0.443462432236947,0.280698869592529,-1.58810953333856,0.112261572952334,0.599439265891575
Endogenous1_hsa-let-7i-5p|0_MIMAT0000415,365.906095352601,0.491812258996103,0.597451714230911,0.31174246781431,1.57762355076066,0.114652118666807,0.599439265891575
Endogenous1_hsa-miR-122-5p|0.008_MIMAT0000421,1828.75588296252,-0.562202592234613,-0.644914890326129,0.361723485751915,-1.55423303816163,0.120128839498098,0.599439265891575
Endogenous1_hsa-miR-130a-3p|0_MIMAT0000425,333.071272266749,-0.572801298320698,-0.566524883951143,0.380921267448219,-1.50372622184599,0.132651874629631,0.599439265891575
Endogenous1_hsa-miR-93-5p|0_MIMAT0000093,398.681817226087,-0.647642613223917,-0.69052800581404,0.435839128139921,-1.48596711816108,0.137287818671984,0.599439265891575
Endogenous1_hsa-miR-151a-3p|0_MIMAT0000757,33.2126354067482,0.466460851691835,0.518654987232721,0.314540642106606,1.4829907148652,0.13807687772839,0.599439265891575
Endogenous1_hsa-miR-421|0_MIMAT0003339,25.6038830723002,0.504727015739274,0.527285739396333,0.340908403656711,1.4805355641732,0.138730376966263,0.599439265891575
Endogenous1_hsa-miR-191-5p|0_MIMAT0000440,718.089427061031,-0.520578875194088,-0.541052346883457,0.355469268857503,-1.46448348929643,0.143061891050432,0.599439265891575
