rowname,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
Endogenous1_hsa-miR-196a-5p|0_MIMAT0000226,68.0035878854378,0.789779686000706,0.821865925376315,0.426918240646887,1.84995535633238,0.0643199843375404,0.998220126674236
Endogenous1_hsa-miR-532-5p|0_MIMAT0002888,24.1707661218232,0.501026018919193,0.510692293812096,0.317999406526136,1.57555645902759,0.115128057254566,0.998220126674236
Endogenous1_hsa-miR-26b-5p|0_MIMAT0000083,94.547787684142,0.433830921945334,0.448440233589987,0.298630703542188,1.45273381738541,0.146297673760146,0.998220126674236
Endogenous1_hsa-miR-4516|0_MIMAT0019053,43.4555585362167,0.576995758180087,0.592270144935892,0.41266629822616,1.39821390954458,0.16204884104276,0.998220126674236
Endogenous1_hsa-miR-299-3p|0_MIMAT0000687,22.8635966257332,0.439478363833241,0.448066744147065,0.317534313549788,1.38403424474102,0.16634796927448,0.998220126674236
Endogenous1_hsa-miR-593-3p|0_MIMAT0004802,31.4075198022641,0.566006142213653,0.599447321013714,0.467834494823042,1.20984268684109,0.22633926288722,0.998220126674236
Endogenous1_hsa-miR-362-5p|0_MIMAT0000705,36.8776526961568,0.351493872510434,0.357254524795448,0.321773120947582,1.09236555084318,0.274672458516223,0.998220126674236
Endogenous1_hsa-miR-590-5p|0_MIMAT0003258,42.2748268596945,0.296722459108621,0.305517997340252,0.27908085444486,1.06321323868258,0.287685260086597,0.998220126674236
Endogenous1_hsa-miR-186-5p|0_MIMAT0000456,29.0556744731757,0.455031741533842,0.495977323101345,0.445438285009546,1.02153711714315,0.307000033040513,0.998220126674236
Endogenous1_hsa-miR-483-3p|0_MIMAT0002173,45.1830445364251,-0.48043631422392,-0.555390882171779,0.478435459506775,-1.00418207864277,0.315290858667383,0.998220126674236
Endogenous1_hsa-miR-29a-3p|0_MIMAT0000086,497.821596153755,0.337768841303,0.357258572369081,0.337690530490827,1.00023190111982,0.317198294311687,0.998220126674236
Endogenous1_hsa-miR-362-3p|0_MIMAT0004683,28.2747412418793,0.352646246743364,0.370585234514271,0.355205120300322,0.992796067931695,0.320809346544966,0.998220126674236
Endogenous1_hsa-miR-149-5p|0_MIMAT0000450,28.0370772698309,-0.313880560356379,-0.330849689295433,0.35263947866589,-0.890089111814299,0.373418038955055,0.998220126674236
Endogenous1_hsa-miR-660-5p|0_MIMAT0003338,37.0214297651972,0.280881955159833,0.286305808395578,0.321736139925657,0.873019596818488,0.382652396331894,0.998220126674236
Endogenous1_hsa-miR-3144-3p|0.004_MIMAT0015015,72.9217676479592,0.301323602756168,0.283348135937604,0.358867272738884,0.839651942782241,0.401103566421387,0.998220126674236
Endogenous1_hsa-miR-30b-5p|0_MIMAT0000420,64.6882554714554,-0.215256436956917,-0.219395405895057,0.257016412213146,-0.837520199987862,0.402300227387458,0.998220126674236
Endogenous1_hsa-miR-23b-3p|0_MIMAT0000418,45.8350595599241,-0.270915473332739,-0.279023619691744,0.323880438676579,-0.836467538576081,0.402891931191747,0.998220126674236
Endogenous1_hsa-miR-574-3p|0_MIMAT0003239,28.8667636455066,-0.308024074663895,-0.31275852950823,0.368395459351456,-0.836123428899361,0.403085469218151,0.998220126674236
Endogenous1_hsa-miR-29c-3p|0_MIMAT0000681,47.1761360499111,0.233861302271187,0.241480026096538,0.291436455809065,0.80244354338567,0.422296433693522,0.998220126674236
Endogenous1_hsa-miR-423-3p|0_MIMAT0001340,58.4639661748285,-0.198984274059221,-0.201155498548691,0.259205147779928,-0.767670996365257,0.442682671481315,0.998220126674236
Endogenous1_hsa-miR-885-5p|0_MIMAT0004947,55.7880734597131,0.590290310299323,0.786329791184974,0.781515159811025,0.755315239747952,0.450059856763687,0.998220126674236
Endogenous1_hsa-miR-98-5p|0_MIMAT0000096,161.163285680256,0.266209977702895,0.290971121605857,0.352605344454161,0.75497998510202,0.450260991510829,0.998220126674236
Endogenous1_hsa-miR-4443|0_MIMAT0018961,35.5027159022474,-0.320363223776373,-0.329377184628487,0.431986417186844,-0.741604853834579,0.458326781840639,0.998220126674236
Endogenous1_hsa-miR-4488|0_MIMAT0019022,200.38303489848,0.758752071040536,1.0185769830021,1.02956249119325,0.73696553393389,0.46114330928689,0.998220126674236
Endogenous1_hsa-miR-27a-3p|0_MIMAT0000084,16.2654603211769,-0.265663668407886,-0.271097707497501,0.366496682555772,-0.724873323696343,0.468529747665084,0.998220126674236
Endogenous1_hsa-miR-22-3p|0_MIMAT0000077,253.455407665942,0.195234094900965,0.209124518368677,0.273019881970765,0.715091126300724,0.474552736776802,0.998220126674236
Endogenous1_hsa-miR-422a|0.021_MIMAT0001339,146.321652916539,-0.212167068267329,-0.212936423877931,0.29709974981848,-0.714127387845184,0.475148411873938,0.998220126674236
Endogenous1_hsa-miR-421|0_MIMAT0003339,25.6038830723002,-0.280967007290251,-0.284254019121939,0.396213804170462,-0.709129778752916,0.478243944952495,0.998220126674236
Endogenous1_hsa-miR-324-5p|0_MIMAT0000761,24.3688260670948,0.209666823991019,0.213240535638671,0.297370735850325,0.705068786918396,0.480767429854631,0.998220126674236
Endogenous1_hsa-miR-151a-3p|0_MIMAT0000757,33.2126354067482,0.267390497142533,0.277060666705806,0.380300024061778,0.703104076320271,0.481990892008596,0.998220126674236
Endogenous1_hsa-miR-185-5p|0_MIMAT0000455,31.5414956083553,0.211754119257378,0.22397827411491,0.328150623387063,0.64529549592721,0.518735710970132,0.998220126674236
